,Hour,Geothermal,Biomass,Biogas,Small Hydro,Wind,Solar,Date
11315,16,3799,4498,18520,9406,5000,,2011-08-04 11:00:00
11316,17,3901,3435,17917,8583,4829,,2011-08-04 12:00:00
11317,18,3987,3435,17917,7756,4594,,2011-08-04 13:00:00
11318,19,4093,3437,17036,6981,4347,,2011-08-04 14:00:00
11319,20,4352,3437,16129,7095,4324,,2011-08-04 15:00:00
11320,21,4409,2828,16098,7373,3888,,2011-08-04 16:00:00
11321,22,4338,2268,13703,8373,3425,,2011-08-04 17:00:00
11322,23,4115,2268,12628,6885,3125,,2011-08-04 18:00:00
11323,24,3887,2267,12309,5350,2638,,2011-08-04 19:00:00
11324,1,950,400,157,413,1911,0,2011-08-04 20:00:00
11325,2,952,404,157,392,1850,0,2011-08-04 21:00:00
11326,3,950,397,157,391,1681,0,2011-08-04 22:00:00
11327,4,949,403,159,389,1511,0,2011-08-04 23:00:00
11328,5,948,402,160,391,1321,0,2011-08-05 00:00:00
11329,6,947,398,160,390,1137,0,2011-08-05 01:00:00
11330,7,945,394,159,400,911,0,2011-08-05 02:00:00
11331,8,944,401,160,404,656,14,2011-08-05 03:00:00
11332,9,944,405,163,413,437,173,2011-08-05 04:00:00
11333,10,942,406,164,415,281,354,2011-08-05 05:00:00
11334,13,2623,2271,16844,9695,3669,,2011-08-05 06:00:00
11335,14,2617,2271,17623,9910,4205,,2011-08-05 07:00:00
11336,15,2594,2271,18197,9915,4575,,2011-08-05 08:00:00
11337,16,2598,2270,18724,10213,4640,,2011-08-05 09:00:00
11338,17,2694,2270,18762,10134,4723,,2011-08-05 10:00:00
11339,18,2904,2270,17634,10034,4805,,2011-08-05 11:00:00
11340,19,2738,2271,17073,9715,4382,,2011-08-05 12:00:00
11341,20,2780,2272,16051,10546,4158,,2011-08-05 13:00:00
11342,21,2907,2272,16185,10209,3558,,2011-08-05 14:00:00
11343,22,2787,2272,14720,10331,3000,,2011-08-05 15:00:00
11344,23,2460,2254,14062,8675,2984,,2011-08-05 16:00:00
11345,24,2395,2251,12630,8125,2453,,2011-08-05 17:00:00
11346,1,945,371,170,416,501,0,2011-08-05 18:00:00
11347,2,945,372,171,391,364,0,2011-08-05 19:00:00
11348,3,945,380,171,399,220,0,2011-08-05 20:00:00
11349,4,946,392,171,373,183,0,2011-08-05 21:00:00
11350,5,945,393,171,375,204,0,2011-08-05 22:00:00
11351,6,947,395,171,374,272,0,2011-08-05 23:00:00
11352,7,947,396,170,403,269,0,2011-08-06 00:00:00
11353,8,948,399,170,404,299,11,2011-08-06 01:00:00
11354,9,947,396,166,405,223,26,2011-08-06 02:00:00
11355,10,947,396,162,401,196,32,2011-08-06 03:00:00
11356,13,2445,2259,12562,9340,3494,,2011-08-06 04:00:00
11357,14,2617,2260,12798,9382,3744,,2011-08-06 05:00:00
11358,15,2797,2260,13280,8888,4164,,2011-08-06 06:00:00
11359,16,2798,2260,14021,8212,4501,,2011-08-06 07:00:00
11360,17,2738,2260,14061,8277,4575,,2011-08-06 08:00:00
11361,18,2845,2262,13609,8367,4378,,2011-08-06 09:00:00
11362,19,3120,2262,12892,8646,3815,,2011-08-06 10:00:00
11363,20,3668,2262,12443,9188,3711,,2011-08-06 11:00:00
11364,21,3700,2260,12625,9426,3209,,2011-08-06 12:00:00
11365,22,3299,2258,12091,9050,2972,,2011-08-06 13:00:00
11366,23,3100,2258,11398,8003,2802,,2011-08-06 14:00:00
11367,24,3124,2257,9903,7533,2520,,2011-08-06 15:00:00
11368,1,964,372,173,404,1239,0,2011-08-06 16:00:00
11369,2,963,359,174,396,1153,0,2011-08-06 17:00:00
11370,3,964,356,174,396,998,0,2011-08-06 18:00:00
11371,4,966,357,174,398,841,0,2011-08-06 19:00:00
11372,5,963,355,174,398,802,0,2011-08-06 20:00:00
11373,6,965,356,174,397,714,0,2011-08-06 21:00:00
11374,7,967,357,173,409,885,0,2011-08-06 22:00:00
11375,8,967,360,173,413,930,7,2011-08-06 23:00:00
11376,9,966,360,173,421,960,66,2011-08-07 00:00:00
11377,10,963,357,172,421,874,229,2011-08-07 01:00:00
11378,13,3026,2738,10410,8570,2997,,2011-08-07 02:00:00
11379,14,3001,2846,10793,8661,3148,,2011-08-07 03:00:00
11380,15,2883,2971,10998,8646,3674,,2011-08-07 04:00:00
11381,16,2803,3104,11550,8378,4017,,2011-08-07 05:00:00
11382,17,2788,3238,11735,8486,4098,,2011-08-07 06:00:00
11383,18,2887,3334,11635,8544,4039,,2011-08-07 07:00:00
11384,19,2945,3356,11467,8495,3817,,2011-08-07 08:00:00
11385,20,3067,3339,11671,8831,3929,,2011-08-07 09:00:00
11386,21,3049,3325,12246,8680,3679,,2011-08-07 10:00:00
11387,22,3130,3341,11420,8481,2943,,2011-08-07 11:00:00
11388,23,3074,3388,10051,7623,2668,,2011-08-07 12:00:00
11389,24,3014,3402,8180,7371,2461,,2011-08-07 13:00:00
11390,1,961,360,176,401,864,0,2011-08-07 14:00:00
11391,2,961,360,177,397,930,0,2011-08-07 15:00:00
11392,3,961,362,176,396,857,0,2011-08-07 16:00:00
11393,4,961,362,176,394,834,0,2011-08-07 17:00:00
11394,5,961,361,175,386,779,0,2011-08-07 18:00:00
11395,6,962,361,176,385,729,0,2011-08-07 19:00:00
11396,7,962,365,175,399,644,0,2011-08-07 20:00:00
11397,8,963,372,172,403,545,6,2011-08-07 21:00:00
11398,9,961,377,167,406,384,134,2011-08-07 22:00:00
11399,10,961,380,164,409,296,341,2011-08-07 23:00:00
11400,13,2588,3490,14838,9163,2855,,2011-08-08 00:00:00
11401,14,2566,3557,14641,9761,3329,,2011-08-08 01:00:00
11402,15,2583,3681,14892,9830,3741,,2011-08-08 02:00:00
11403,16,2649,3797,15233,9716,4082,,2011-08-08 03:00:00
11404,17,2751,3929,14882,9996,4228,,2011-08-08 04:00:00
11405,18,2774,4067,14323,9613,4352,,2011-08-08 05:00:00
11406,19,2851,4200,14110,8953,3813,,2011-08-08 06:00:00
11407,20,3068,4310,13728,9550,3723,,2011-08-08 07:00:00
11408,21,3269,4418,13795,9518,3165,,2011-08-08 08:00:00
11409,22,3314,4465,13108,8705,2424,,2011-08-08 09:00:00
11410,23,3036,4476,11021,7990,2452,,2011-08-08 10:00:00
11411,24,2857,4496,9474,6932,2353,,2011-08-08 11:00:00
11412,1,960,375,168,402,922,0,2011-08-08 12:00:00
11413,2,941,368,169,398,811,0,2011-08-08 13:00:00
11414,3,941,361,168,396,811,0,2011-08-08 14:00:00
11415,4,945,354,166,395,801,0,2011-08-08 15:00:00
11416,5,948,354,167,387,716,0,2011-08-08 16:00:00
11417,6,949,357,166,387,452,0,2011-08-08 17:00:00
11418,7,949,360,167,398,334,0,2011-08-08 18:00:00
11419,8,948,377,164,400,310,8,2011-08-08 19:00:00
11420,9,948,381,165,401,250,20,2011-08-08 20:00:00
11421,10,947,383,167,410,170,99,2011-08-08 21:00:00
11422,13,2367,4503,14029,9460,3348,,2011-08-08 22:00:00
11423,14,2415,4498,14550,9707,3830,,2011-08-08 23:00:00
11424,15,2499,4496,15054,9473,4214,,2011-08-09 00:00:00
11425,16,2549,4493,16008,8649,4522,,2011-08-09 01:00:00
11426,17,2659,4492,15999,8654,4438,,2011-08-09 02:00:00
11427,18,2671,4491,14867,8991,4397,,2011-08-09 03:00:00
11428,19,2593,4482,14245,9006,3996,,2011-08-09 04:00:00
11429,20,2667,4479,14354,9552,4062,,2011-08-09 05:00:00
11430,21,2688,4482,14314,9913,3250,,2011-08-09 06:00:00
11431,22,2581,4484,12927,9744,2600,,2011-08-09 07:00:00
11432,23,2413,4488,11126,8692,2552,,2011-08-09 08:00:00
11433,24,2462,4491,9591,7422,2356,,2011-08-09 09:00:00
11434,1,947,383,171,400,768,0,2011-08-09 10:00:00
11435,2,947,382,171,398,842,0,2011-08-09 11:00:00
11436,3,947,383,171,398,842,0,2011-08-09 12:00:00
11437,4,947,388,171,399,872,0,2011-08-09 13:00:00
11438,5,949,384,171,393,794,0,2011-08-09 14:00:00
11439,6,951,387,171,392,733,0,2011-08-09 15:00:00
11440,7,952,386,171,403,699,0,2011-08-09 16:00:00
11441,8,953,393,169,407,557,10,2011-08-09 17:00:00
11442,9,949,402,166,406,380,35,2011-08-09 18:00:00
11443,10,944,405,161,412,369,167,2011-08-09 19:00:00
11444,13,2662,4508,13024,9626,3288,,2011-08-09 20:00:00
11445,14,2744,4501,13358,9848,3634,,2011-08-09 21:00:00
11446,15,2837,4515,13900,9816,3857,,2011-08-09 22:00:00
11447,16,2998,4527,13321,9936,4633,,2011-08-09 23:00:00
11448,17,3043,4527,13494,9638,4676,,2011-08-10 00:00:00
11449,18,3236,4528,13218,9164,4298,,2011-08-10 01:00:00
11450,19,3366,4531,12654,8983,3760,,2011-08-10 02:00:00
11451,20,3396,4535,13035,9646,3597,,2011-08-10 03:00:00
11452,21,3286,4535,12785,9596,3456,,2011-08-10 04:00:00
11453,22,3324,4538,11341,9326,2924,,2011-08-10 05:00:00
11454,23,3380,4539,9663,8186,2715,,2011-08-10 06:00:00
11455,24,3449,4537,8371,6787,2500,,2011-08-10 07:00:00
11456,1,985,367,166,398,1393,2,2011-08-10 08:00:00
11457,2,985,369,167,397,1352,0,2011-08-10 09:00:00
11458,3,988,365,167,398,1227,0,2011-08-10 10:00:00
11459,4,991,356,168,398,1109,0,2011-08-10 11:00:00
11460,5,991,357,168,390,1113,0,2011-08-10 12:00:00
11461,6,991,353,168,390,1170,0,2011-08-10 13:00:00
11462,7,989,344,167,401,960,0,2011-08-10 14:00:00
11463,8,992,336,165,404,768,17,2011-08-10 15:00:00
11464,9,990,341,166,412,756,100,2011-08-10 16:00:00
11465,10,987,351,165,411,621,294,2011-08-10 17:00:00
11466,13,2742,4539,11871,9995,3173,,2011-08-10 18:00:00
11467,14,2854,4538,12096,9924,3721,,2011-08-10 19:00:00
11468,15,3009,4535,12389,10093,3770,,2011-08-10 20:00:00
11469,16,3107,4531,12351,9804,4407,,2011-08-10 21:00:00
11470,17,3095,4530,12469,9632,4370,,2011-08-10 22:00:00
11471,18,3088,4531,11552,9862,4181,,2011-08-10 23:00:00
11472,19,3213,4535,10515,10236,3636,,2011-08-11 00:00:00
11473,20,3302,4533,11173,10233,3733,,2011-08-11 01:00:00
11474,21,3335,4536,10913,10306,3395,,2011-08-11 02:00:00
11475,22,3170,4536,10252,9826,2906,,2011-08-11 03:00:00
11476,23,3081,4539,9420,8264,2621,,2011-08-11 04:00:00
11477,24,3041,4539,7747,7464,2516,,2011-08-11 05:00:00
11478,1,977,357,167,404,1042,0,2011-08-11 06:00:00
11479,2,974,357,167,403,939,0,2011-08-11 07:00:00
11480,3,972,360,168,402,787,0,2011-08-11 08:00:00
11481,4,974,360,168,401,732,0,2011-08-11 09:00:00
11482,5,973,360,168,393,814,0,2011-08-11 10:00:00
11483,6,977,366,168,388,710,0,2011-08-11 11:00:00
11484,7,978,372,168,397,606,0,2011-08-11 12:00:00
11485,8,977,380,166,386,524,15,2011-08-11 13:00:00
11486,9,978,383,168,390,426,146,2011-08-11 14:00:00
11487,10,976,384,168,407,429,351,2011-08-11 15:00:00
11488,13,3007,4533,9293,10454,3042,,2011-08-11 16:00:00
11489,14,3067,4535,9415,10172,3377,,2011-08-11 17:00:00
11490,15,3391,4532,9353,9993,3422,,2011-08-11 18:00:00
11491,16,3622,4530,8976,9828,3855,,2011-08-11 19:00:00
11492,17,3850,4528,8959,9504,3819,,2011-08-11 20:00:00
11493,18,3843,4530,8552,9607,3492,,2011-08-11 21:00:00
11494,19,3736,4531,8380,9636,3152,,2011-08-11 22:00:00
11495,20,3736,4526,8866,9872,3393,,2011-08-11 23:00:00
11496,21,3786,4526,8466,9939,3295,,2011-08-12 00:00:00
11497,22,3741,4530,7593,10101,2802,,2011-08-12 01:00:00
11498,23,3611,4529,6910,8958,2815,,2011-08-12 02:00:00
11499,24,3489,4528,5997,8048,2764,,2011-08-12 03:00:00
11500,1,987,367,168,407,1591,0,2011-08-12 04:00:00
11501,2,986,366,168,406,1549,0,2011-08-12 05:00:00
11502,3,984,369,168,405,1631,0,2011-08-12 06:00:00
11503,4,974,371,169,406,1722,0,2011-08-12 07:00:00
11504,5,943,371,169,405,1577,0,2011-08-12 08:00:00
11505,6,980,368,169,405,1357,0,2011-08-12 09:00:00
11506,7,978,360,168,416,1258,0,2011-08-12 10:00:00
11507,8,978,364,168,421,1149,15,2011-08-12 11:00:00
11508,9,976,361,169,427,930,159,2011-08-12 12:00:00
11509,10,974,361,170,428,688,329,2011-08-12 13:00:00
11510,13,2488,4533,7319,10304,2315,,2011-08-12 14:00:00
11511,14,2457,4530,7219,10524,2550,,2011-08-12 15:00:00
11512,15,2454,4531,6954,10539,3033,,2011-08-12 16:00:00
11513,16,2581,4529,7180,10331,3405,,2011-08-12 17:00:00
11514,17,2833,4529,7301,10343,3432,,2011-08-12 18:00:00
11515,18,2930,4527,7321,10192,3515,,2011-08-12 19:00:00
11516,19,2972,4527,7336,10173,3209,,2011-08-12 20:00:00
11517,20,3072,4527,8022,10937,2957,,2011-08-12 21:00:00
11518,21,3104,4528,8347,10996,2423,,2011-08-12 22:00:00
11519,22,2982,4531,7438,10584,2666,,2011-08-12 23:00:00
11520,23,2801,4534,6940,8964,3069,,2011-08-13 00:00:00
11521,24,2570,4532,6714,7733,2769,,2011-08-13 01:00:00
11522,1,982,363,173,416,508,0,2011-08-13 02:00:00
11523,2,982,362,173,422,393,0,2011-08-13 03:00:00
11524,3,982,363,173,413,327,0,2011-08-13 04:00:00
11525,4,980,363,173,412,280,0,2011-08-13 05:00:00
11526,5,979,364,173,411,241,0,2011-08-13 06:00:00
11527,6,979,362,173,408,245,0,2011-08-13 07:00:00
11528,7,980,361,172,411,223,0,2011-08-13 08:00:00
11529,8,981,370,172,410,176,15,2011-08-13 09:00:00
11530,9,978,374,173,408,124,141,2011-08-13 10:00:00
11531,10,976,371,173,407,94,317,2011-08-13 11:00:00
11532,13,2387,4532,8125,9064,2995,,2011-08-13 12:00:00
11533,14,2408,4530,8446,9658,3172,,2011-08-13 13:00:00
11534,15,2401,4529,8886,10012,3621,,2011-08-13 14:00:00
11535,16,2376,4527,9705,9809,4198,,2011-08-13 15:00:00
11536,17,2352,4524,10236,10213,4130,,2011-08-13 16:00:00
11537,18,2253,4526,10645,10133,4242,,2011-08-13 17:00:00
11538,19,2064,4529,11064,9793,4003,,2011-08-13 18:00:00
11539,20,2042,4529,11483,10437,3821,,2011-08-13 19:00:00
11540,21,2132,4531,10671,10782,3639,,2011-08-13 20:00:00
11541,22,2168,4533,9889,9973,3128,,2011-08-13 21:00:00
11542,23,2160,4536,8764,8447,2965,,2011-08-13 22:00:00
11543,24,2155,4537,7201,7914,2636,,2011-08-13 23:00:00
11544,1,973,366,167,382,286,0,2011-08-14 00:00:00
11545,2,937,365,168,373,286,0,2011-08-14 01:00:00
11546,3,785,366,169,371,261,0,2011-08-14 02:00:00
11547,4,917,365,169,371,116,0,2011-08-14 03:00:00
11548,5,977,367,168,364,74,0,2011-08-14 04:00:00
11549,6,973,365,168,367,58,0,2011-08-14 05:00:00
11550,7,972,374,168,377,38,0,2011-08-14 06:00:00
11551,8,973,380,168,384,27,15,2011-08-14 07:00:00
11552,9,972,387,168,387,12,141,2011-08-14 08:00:00
11553,10,969,388,168,385,11,334,2011-08-14 09:00:00
11554,13,2359,4536,14616,9267,3416,,2011-08-14 10:00:00
11555,14,2370,4532,15798,9298,3641,,2011-08-14 11:00:00
11556,15,2395,4531,16873,8869,3980,,2011-08-14 12:00:00
11557,16,2391,4531,17550,8856,4325,,2011-08-14 13:00:00
11558,17,2374,4529,18066,8833,4276,,2011-08-14 14:00:00
11559,18,2322,4530,17363,9032,4212,,2011-08-14 15:00:00
11560,19,2371,4530,16352,9136,3800,,2011-08-14 16:00:00
11561,20,2608,4531,16067,9381,3822,,2011-08-14 17:00:00
11562,21,2858,4534,14968,9233,3613,,2011-08-14 18:00:00
11563,22,2868,4536,13331,8851,3132,,2011-08-14 19:00:00
11564,23,2714,4541,12304,7323,2431,,2011-08-14 20:00:00
11565,24,2575,4537,10411,6505,2418,,2011-08-14 21:00:00
11566,1,976,384,171,370,743,0,2011-08-14 22:00:00
11567,2,976,385,170,363,875,0,2011-08-14 23:00:00
11568,3,972,386,171,364,792,0,2011-08-15 00:00:00
11569,4,977,388,171,363,722,0,2011-08-15 01:00:00
11570,5,977,371,170,355,620,0,2011-08-15 02:00:00
11571,6,976,356,169,352,439,0,2011-08-15 03:00:00
11572,7,973,347,153,363,309,0,2011-08-15 04:00:00
11573,8,973,340,122,365,242,15,2011-08-15 05:00:00
11574,9,969,324,123,365,138,153,2011-08-15 06:00:00
11575,10,965,324,128,370,46,350,2011-08-15 07:00:00
11576,13,2264,4539,14612,9036,3618,,2011-08-15 08:00:00
11577,14,2293,4538,15327,9053,4351,,2011-08-15 09:00:00
11578,15,2309,4535,16693,9010,4257,,2011-08-15 10:00:00
11579,16,2314,4534,17276,9139,4531,,2011-08-15 11:00:00
11580,17,2361,4533,18027,8718,4464,,2011-08-15 12:00:00
11581,18,2572,4535,17409,8570,4209,,2011-08-15 13:00:00
11582,19,2904,4537,15580,8821,4081,,2011-08-15 14:00:00
11583,20,3154,4538,15413,8977,4198,,2011-08-15 15:00:00
11584,21,3229,4538,14855,8946,3483,,2011-08-15 16:00:00
11585,22,3276,4542,12880,8671,3143,,2011-08-15 17:00:00
11586,23,3191,4542,11458,7353,2588,,2011-08-15 18:00:00
11587,24,2936,4541,9651,6724,2441,,2011-08-15 19:00:00
11588,1,970,358,170,371,1099,0,2011-08-15 20:00:00
11589,2,970,359,171,359,1077,0,2011-08-15 21:00:00
11590,3,970,361,171,358,965,0,2011-08-15 22:00:00
11591,4,970,362,171,359,644,0,2011-08-15 23:00:00
11592,5,968,363,171,361,705,0,2011-08-16 00:00:00
11593,6,969,362,171,361,679,0,2011-08-16 01:00:00
11594,7,971,365,170,369,447,0,2011-08-16 02:00:00
11595,8,975,385,166,381,331,10,2011-08-16 03:00:00
11596,9,973,388,166,376,175,142,2011-08-16 04:00:00
11597,10,970,385,157,379,58,341,2011-08-16 05:00:00
11598,13,2331,4542,14899,9397,3255,,2011-08-16 06:00:00
11599,14,2346,4540,15689,9617,3814,,2011-08-16 07:00:00
11600,15,2389,4543,16715,8957,4234,,2011-08-16 08:00:00
11601,16,2434,4542,16924,9203,4349,,2011-08-16 09:00:00
11602,17,2459,4537,17109,9166,4539,,2011-08-16 10:00:00
11603,18,2625,4538,16250,9025,4636,,2011-08-16 11:00:00
11604,19,2965,4537,15140,8939,4263,,2011-08-16 12:00:00
11605,20,3192,4535,15050,9153,4374,,2011-08-16 13:00:00
11606,21,3284,4535,14483,8906,3804,,2011-08-16 14:00:00
11607,22,3264,4538,12606,9056,3038,,2011-08-16 15:00:00
11608,23,3117,4542,11965,7092,2430,,2011-08-16 16:00:00
11609,24,2876,4545,10056,6538,2135,,2011-08-16 17:00:00
11610,1,970,380,170,364,975,0,2011-08-16 18:00:00
11611,2,969,389,170,364,1029,0,2011-08-16 19:00:00
11612,3,883,392,170,365,1059,0,2011-08-16 20:00:00
11613,4,740,394,170,364,902,0,2011-08-16 21:00:00
11614,5,953,397,170,357,659,0,2011-08-16 22:00:00
11615,6,975,392,170,356,528,0,2011-08-16 23:00:00
11616,7,972,395,167,366,261,0,2011-08-17 00:00:00
11617,8,970,396,167,384,121,11,2011-08-17 01:00:00
11618,9,967,400,167,385,83,142,2011-08-17 02:00:00
11619,10,963,401,166,388,36,345,2011-08-17 03:00:00
11620,13,2423,4540,14196,9398,3414,,2011-08-17 04:00:00
11621,14,2434,4540,15622,9385,3597,,2011-08-17 05:00:00
11622,15,2443,4543,16409,9238,4066,,2011-08-17 06:00:00
11623,16,2429,4535,17287,8965,4300,,2011-08-17 07:00:00
11624,17,2417,4536,17265,9072,4471,,2011-08-17 08:00:00
11625,18,2303,4537,16498,9095,4779,,2011-08-17 09:00:00
11626,19,2255,4540,15810,9070,4413,,2011-08-17 10:00:00
11627,20,2337,4540,15933,9339,4299,,2011-08-17 11:00:00
11628,21,2350,4536,15399,9188,3838,,2011-08-17 12:00:00
11629,22,2381,4534,13748,9175,3009,,2011-08-17 13:00:00
11630,23,2351,4539,12207,8005,2585,,2011-08-17 14:00:00
11631,24,2304,4543,10400,7154,2347,,2011-08-17 15:00:00
11632,1,966,393,165,371,477,0,2011-08-17 16:00:00
11633,2,967,392,165,367,454,0,2011-08-17 17:00:00
11634,3,969,394,165,367,392,0,2011-08-17 18:00:00
11635,4,971,397,165,368,255,0,2011-08-17 19:00:00
11636,5,972,388,165,367,139,0,2011-08-17 20:00:00
11637,6,973,377,165,367,124,0,2011-08-17 21:00:00
11638,7,973,376,164,376,47,0,2011-08-17 22:00:00
11639,8,972,380,164,382,47,13,2011-08-17 23:00:00
11640,9,969,395,166,388,27,127,2011-08-18 00:00:00
11641,10,963,407,165,390,17,250,2011-08-18 01:00:00
11642,13,2468,4539,14737,9642,3384,,2011-08-18 02:00:00
11643,14,2516,4540,15766,9227,4043,,2011-08-18 03:00:00
11644,15,2467,4536,16927,9039,4272,,2011-08-18 04:00:00
11645,16,2383,4537,17714,8910,4422,,2011-08-18 05:00:00
11646,17,2452,4534,17561,9034,4436,,2011-08-18 06:00:00
11647,18,2546,4534,16178,9324,4268,,2011-08-18 07:00:00
11648,19,2689,4536,14886,9195,4109,,2011-08-18 08:00:00
11649,20,2660,4538,14883,9332,4018,,2011-08-18 09:00:00
11650,21,2550,4537,14137,9325,3758,,2011-08-18 10:00:00
11651,22,2336,4535,12797,9327,3295,,2011-08-18 11:00:00
11652,23,2316,4536,12296,7890,2656,,2011-08-18 12:00:00
11653,24,2377,4537,10710,6998,2411,,2011-08-18 13:00:00
11654,1,970,361,173,367,612,0,2011-08-18 14:00:00
11655,2,975,364,173,366,392,0,2011-08-18 15:00:00
11656,3,977,368,173,365,306,0,2011-08-18 16:00:00
11657,4,978,367,174,364,548,0,2011-08-18 17:00:00
11658,5,977,368,174,365,658,0,2011-08-18 18:00:00
11659,6,978,367,175,366,505,0,2011-08-18 19:00:00
11660,7,979,367,169,385,822,0,2011-08-18 20:00:00
11661,8,978,372,168,391,858,12,2011-08-18 21:00:00
11662,9,976,374,167,393,765,61,2011-08-18 22:00:00
11663,10,972,373,167,395,858,271,2011-08-18 23:00:00
11664,13,3409,4538,10670,8458,2327,,2011-08-19 00:00:00
11665,14,3531,4535,10644,8066,3043,,2011-08-19 01:00:00
11666,15,3562,4533,11004,7865,3072,,2011-08-19 02:00:00
11667,16,3565,4528,11284,7714,3117,,2011-08-19 03:00:00
11668,17,3617,4528,11542,7296,3216,,2011-08-19 04:00:00
11669,18,3651,4531,10870,7504,3076,,2011-08-19 05:00:00
11670,19,3761,4531,10259,7597,3012,,2011-08-19 06:00:00
11671,20,3910,4533,10702,7812,3299,,2011-08-19 07:00:00
11672,21,3937,4537,10602,7746,2976,,2011-08-19 08:00:00
11673,22,3777,4536,9818,7840,2437,,2011-08-19 09:00:00
11674,23,3823,4532,9353,6439,2296,,2011-08-19 10:00:00
11675,24,3856,4530,7439,6490,2090,,2011-08-19 11:00:00
11676,1,981,359,166,369,2065,0,2011-08-19 12:00:00
11677,2,980,357,166,368,2171,0,2011-08-19 13:00:00
11678,3,812,358,168,368,2191,0,2011-08-19 14:00:00
11679,4,954,348,168,369,2073,0,2011-08-19 15:00:00
11680,5,980,352,168,368,1910,0,2011-08-19 16:00:00
11681,6,979,355,170,368,1800,0,2011-08-19 17:00:00
11682,7,979,357,173,386,1639,0,2011-08-19 18:00:00
11683,8,978,361,172,390,1671,13,2011-08-19 19:00:00
11684,9,978,358,173,390,1668,119,2011-08-19 20:00:00
11685,10,978,354,173,392,1511,310,2011-08-19 21:00:00
11686,13,3604,4524,7643,7967,2244,,2011-08-19 22:00:00
11687,14,3708,4540,7599,8051,2248,,2011-08-19 23:00:00
11688,15,3887,4541,7505,8004,2264,,2011-08-20 00:00:00
11689,16,4041,4540,7310,7731,2754,,2011-08-20 01:00:00
11690,17,4065,4539,7211,8078,2745,,2011-08-20 02:00:00
11691,18,3991,4541,7678,7659,3002,,2011-08-20 03:00:00
11692,19,3798,4542,7588,8331,3091,,2011-08-20 04:00:00
11693,20,3775,4542,8447,8944,3423,,2011-08-20 05:00:00
11694,21,3788,4544,8576,9055,2820,,2011-08-20 06:00:00
11695,22,3830,4543,7939,8645,2301,,2011-08-20 07:00:00
11696,23,3876,4544,6814,7656,2312,,2011-08-20 08:00:00
11697,24,3844,4542,5692,7034,2132,,2011-08-20 09:00:00
11698,1,986,399,173,368,1931,0,2011-08-20 10:00:00
11699,2,984,405,174,358,1886,0,2011-08-20 11:00:00
11700,3,984,407,173,343,1770,0,2011-08-20 12:00:00
11701,4,983,407,173,333,1666,0,2011-08-20 13:00:00
11702,5,982,405,170,333,1638,0,2011-08-20 14:00:00
11703,6,980,402,174,342,1589,0,2011-08-20 15:00:00
11704,7,980,391,172,345,1404,0,2011-08-20 16:00:00
11705,8,978,394,173,352,1309,13,2011-08-20 17:00:00
11706,9,977,403,173,364,1171,115,2011-08-20 18:00:00
11707,10,978,388,173,362,905,328,2011-08-20 19:00:00
11708,13,2430,4544,11733,8377,2952,,2011-08-20 20:00:00
11709,14,2409,4543,12404,8285,3041,,2011-08-20 21:00:00
11710,15,2416,4543,12242,8648,3177,,2011-08-20 22:00:00
11711,16,2416,4542,12486,8361,3575,,2011-08-20 23:00:00
11712,17,2509,4541,12578,8525,3365,,2011-08-21 00:00:00
11713,18,2612,4541,11765,8977,3257,,2011-08-21 01:00:00
11714,19,2710,4544,11521,8802,3286,,2011-08-21 02:00:00
11715,20,2895,4544,12769,8861,3324,,2011-08-21 03:00:00
11716,21,2874,4544,12386,8926,3112,,2011-08-21 04:00:00
11717,22,2765,4544,11205,8774,2519,,2011-08-21 05:00:00
11718,23,2549,4546,9778,7780,2355,,2011-08-21 06:00:00
11719,24,2389,4547,8766,6729,2156,,2011-08-21 07:00:00
11720,1,977,405,172,337,490,0,2011-08-21 08:00:00
11721,2,977,406,175,335,464,0,2011-08-21 09:00:00
11722,3,977,407,176,328,433,0,2011-08-21 10:00:00
11723,4,978,405,176,327,338,0,2011-08-21 11:00:00
11724,5,979,405,173,327,279,0,2011-08-21 12:00:00
11725,6,978,404,174,328,226,0,2011-08-21 13:00:00
11726,7,977,398,175,338,156,0,2011-08-21 14:00:00
11727,8,977,400,176,347,98,13,2011-08-21 15:00:00
11728,9,976,400,169,358,49,135,2011-08-21 16:00:00
11729,10,973,397,169,354,36,347,2011-08-21 17:00:00
11730,13,2391,4541,12916,9816,2801,,2011-08-21 18:00:00
11731,14,2438,4539,13462,9882,3313,,2011-08-21 19:00:00
11732,15,2457,4537,13824,10087,3620,,2011-08-21 20:00:00
11733,16,2432,4536,14674,9888,3733,,2011-08-21 21:00:00
11734,17,2390,4534,14808,9981,3800,,2011-08-21 22:00:00
11735,18,2264,4535,14277,9972,3775,,2011-08-21 23:00:00
11736,19,2187,4539,13842,9795,3436,,2011-08-22 00:00:00
11737,20,2359,4540,14054,10118,3504,,2011-08-22 01:00:00
11738,21,2406,4541,13540,9960,3151,,2011-08-22 02:00:00
11739,22,2331,4543,12269,9496,2782,,2011-08-22 03:00:00
11740,23,2234,4545,11396,7850,2367,,2011-08-22 04:00:00
11741,24,2043,4544,9884,7135,2053,,2011-08-22 05:00:00
11742,1,967,391,171,329,153,0,2011-08-22 06:00:00
11743,2,968,391,172,327,111,0,2011-08-22 07:00:00
11744,3,968,391,172,323,65,0,2011-08-22 08:00:00
11745,4,967,394,172,323,53,0,2011-08-22 09:00:00
11746,5,967,393,172,324,45,0,2011-08-22 10:00:00
