,Hour,Geothermal,Biomass,Biogas,Small Hydro,Wind,Solar,Date
3504,2,1028,380,161,340,1153,0,2010-09-13 00:00:00
3505,3,1028,378,165,341,1165,0,2010-09-13 01:00:00
3506,4,1027,382,165,329,1127,0,2010-09-13 02:00:00
3507,5,1025,390,166,334,1117,0,2010-09-13 03:00:00
3508,6,1023,392,166,341,1013,0,2010-09-13 04:00:00
3509,7,1023,388,166,339,1005,0,2010-09-13 05:00:00
3510,8,1024,384,160,339,1071,5,2010-09-13 06:00:00
3511,9,1020,385,160,341,911,186,2010-09-13 07:00:00
3512,10,1015,384,162,349,799,358,2010-09-13 08:00:00
3513,11,1012,387,161,361,846,377,2010-09-13 09:00:00
3514,12,1013,394,161,365,783,375,2010-09-13 10:00:00
3515,13,1010,408,164,397,679,298,2010-09-13 11:00:00
3516,14,1008,409,165,429,754,391,2010-09-13 12:00:00
3517,15,1008,422,168,428,873,428,2010-09-13 13:00:00
3518,16,1007,429,168,425,926,424,2010-09-13 14:00:00
3519,17,1009,431,170,424,1075,411,2010-09-13 15:00:00
3520,20,3778,4546,13336,7508,3400,,2010-09-13 16:00:00
3521,21,3807,4548,13279,7405,3315,,2010-09-13 17:00:00
3522,22,3793,4547,11856,7473,2638,,2010-09-13 18:00:00
3523,23,3553,4550,10495,6909,2050,,2010-09-13 19:00:00
3524,24,3311,4550,9147,6196,1787,,2010-09-13 20:00:00
3525,1,1030,375,156,323,1355,0,2010-09-13 21:00:00
3526,2,1031,372,156,322,1313,0,2010-09-13 22:00:00
3527,3,1031,370,157,321,1220,0,2010-09-13 23:00:00
3528,4,1031,374,157,321,1114,0,2010-09-14 00:00:00
3529,5,1029,378,157,319,1025,0,2010-09-14 01:00:00
3530,6,1028,381,157,323,927,0,2010-09-14 02:00:00
3531,7,1018,378,155,313,855,0,2010-09-14 03:00:00
3532,8,987,380,155,306,735,7,2010-09-14 04:00:00
3533,9,981,384,158,295,574,166,2010-09-14 05:00:00
3534,10,977,385,153,301,422,354,2010-09-14 06:00:00
3535,11,974,387,155,308,270,373,2010-09-14 07:00:00
3536,12,971,377,156,308,232,377,2010-09-14 08:00:00
3537,13,971,365,158,338,196,379,2010-09-14 09:00:00
3538,14,973,366,156,356,261,392,2010-09-14 10:00:00
3539,15,969,370,161,361,328,386,2010-09-14 11:00:00
3540,16,965,369,165,366,367,368,2010-09-14 12:00:00
3541,17,963,373,164,373,457,369,2010-09-14 13:00:00
3542,20,3311,4551,13630,8106,3449,,2010-09-14 14:00:00
3543,21,3495,4550,13355,7999,3304,,2010-09-14 15:00:00
3544,22,3468,4551,12187,7861,2616,,2010-09-14 16:00:00
3545,23,3324,4551,10913,7146,1890,,2010-09-14 17:00:00
3546,24,3070,4550,9352,6574,1640,,2010-09-14 18:00:00
3547,1,1011,394,161,320,1097,0,2010-09-14 19:00:00
3548,2,1012,399,161,316,987,0,2010-09-14 20:00:00
3549,3,1013,403,161,316,1035,0,2010-09-14 21:00:00
3550,4,1014,407,162,309,1077,0,2010-09-14 22:00:00
3551,5,1015,413,162,308,1051,0,2010-09-14 23:00:00
3552,6,1016,417,161,316,1044,0,2010-09-15 00:00:00
3553,7,1017,410,160,314,1051,0,2010-09-15 01:00:00
3554,8,1017,410,155,318,953,6,2010-09-15 02:00:00
3555,9,1007,412,157,321,906,175,2010-09-15 03:00:00
3556,10,1004,410,161,326,882,357,2010-09-15 04:00:00
3557,11,1009,410,160,335,875,378,2010-09-15 05:00:00
3558,12,1006,405,161,336,872,390,2010-09-15 06:00:00
3559,13,1006,413,163,361,984,396,2010-09-15 07:00:00
3560,14,1005,415,165,379,1046,402,2010-09-15 08:00:00
3561,15,1003,414,168,386,1133,403,2010-09-15 09:00:00
3562,16,1002,415,169,395,1180,407,2010-09-15 10:00:00
3563,17,1003,421,168,397,1301,391,2010-09-15 11:00:00
3564,20,3612,4543,12936,7255,3598,,2010-09-15 12:00:00
3565,21,3651,4543,12349,7509,3463,,2010-09-15 13:00:00
3566,22,3625,4544,11143,7683,2798,,2010-09-15 14:00:00
3567,23,3472,4546,10537,6734,2259,,2010-09-15 15:00:00
3568,24,3255,4545,8784,6357,2230,,2010-09-15 16:00:00
3569,1,1013,362,161,330,1346,0,2010-09-15 17:00:00
3570,2,1015,368,161,323,1297,0,2010-09-15 18:00:00
3571,3,1016,369,163,318,1261,0,2010-09-15 19:00:00
3572,4,1017,366,167,309,1132,0,2010-09-15 20:00:00
3573,5,1017,368,167,306,1082,0,2010-09-15 21:00:00
3574,6,1018,362,167,316,1064,0,2010-09-15 22:00:00
3575,7,1019,365,168,317,1112,0,2010-09-15 23:00:00
3576,8,1019,357,167,319,1073,8,2010-09-16 00:00:00
3577,9,1017,359,167,318,934,160,2010-09-16 01:00:00
3578,10,1014,362,167,320,938,328,2010-09-16 02:00:00
3579,11,1012,361,167,330,856,353,2010-09-16 03:00:00
3580,12,1009,361,167,332,743,357,2010-09-16 04:00:00
3581,13,1010,362,168,337,748,348,2010-09-16 05:00:00
3582,14,1011,369,167,370,887,347,2010-09-16 06:00:00
3583,15,1012,370,166,375,978,355,2010-09-16 07:00:00
3584,16,1012,371,167,369,1061,363,2010-09-16 08:00:00
3585,17,1012,379,167,361,1122,353,2010-09-16 09:00:00
3586,20,2857,4543,11388,7661,3521,,2010-09-16 10:00:00
3587,21,2801,4543,11181,7735,3428,,2010-09-16 11:00:00
3588,22,2706,4546,10467,7793,2704,,2010-09-16 12:00:00
3589,23,2660,4547,9838,6989,2193,,2010-09-16 13:00:00
3590,24,2586,4544,8433,6740,1817,,2010-09-16 14:00:00
3591,1,924,381,163,329,780,0,2010-09-16 15:00:00
3592,2,924,383,164,318,772,0,2010-09-16 16:00:00
3593,3,924,380,167,326,788,0,2010-09-16 17:00:00
3594,4,923,381,167,305,776,0,2010-09-16 18:00:00
3595,5,923,377,166,308,747,0,2010-09-16 19:00:00
3596,6,924,375,162,313,740,0,2010-09-16 20:00:00
3597,7,925,374,162,318,774,0,2010-09-16 21:00:00
3598,8,925,375,162,326,815,7,2010-09-16 22:00:00
3599,9,924,395,162,339,720,165,2010-09-16 23:00:00
3600,10,922,396,161,331,673,345,2010-09-17 00:00:00
3601,11,987,393,152,332,604,363,2010-09-17 01:00:00
3602,12,1017,396,153,326,564,364,2010-09-17 02:00:00
3603,13,1014,394,160,331,554,352,2010-09-17 03:00:00
3604,14,1012,395,166,329,732,350,2010-09-17 04:00:00
3605,15,1011,392,168,330,910,357,2010-09-17 05:00:00
3606,16,1013,367,169,327,1018,366,2010-09-17 06:00:00
3607,17,1014,368,167,325,1169,352,2010-09-17 07:00:00
3608,20,2906,4540,11273,7994,3494,,2010-09-17 08:00:00
3609,21,3031,4537,10945,8046,3348,,2010-09-17 09:00:00
3610,22,3144,4537,10005,7689,2693,,2010-09-17 10:00:00
3611,23,3185,4537,8496,7291,2141,,2010-09-17 11:00:00
3612,24,3174,4535,7493,6406,1682,,2010-09-17 12:00:00
3613,1,1028,356,164,314,1231,0,2010-09-17 13:00:00
3614,2,1030,353,164,315,1213,0,2010-09-17 14:00:00
3615,3,1031,349,164,314,1168,0,2010-09-17 15:00:00
3616,4,1032,353,164,306,1153,0,2010-09-17 16:00:00
3617,5,1032,361,164,307,1134,0,2010-09-17 17:00:00
3618,6,1031,365,163,312,1131,0,2010-09-17 18:00:00
3619,7,1029,364,163,316,1071,0,2010-09-17 19:00:00
3620,8,1027,353,163,310,983,6,2010-09-17 20:00:00
3621,9,1024,364,166,311,926,137,2010-09-17 21:00:00
3622,10,1021,371,167,317,836,340,2010-09-17 22:00:00
3623,11,1018,370,166,316,599,385,2010-09-17 23:00:00
3624,12,1016,370,167,312,557,402,2010-09-18 00:00:00
3625,13,1014,370,170,342,500,399,2010-09-18 01:00:00
3626,14,1013,371,170,345,484,402,2010-09-18 02:00:00
3627,15,1015,373,170,347,630,405,2010-09-18 03:00:00
3628,16,1004,378,170,347,743,403,2010-09-18 04:00:00
3629,17,1004,381,148,348,845,387,2010-09-18 05:00:00
3630,20,3250,4528,13077,8718,3296,,2010-09-18 06:00:00
3631,21,3293,4527,12952,8328,3020,,2010-09-18 07:00:00
3632,22,3214,4527,11670,8290,2327,,2010-09-18 08:00:00
3633,23,3117,4528,10648,7045,1891,,2010-09-18 09:00:00
3634,24,2953,4527,9121,6547,1528,,2010-09-18 10:00:00
3635,1,1026,358,129,299,1028,0,2010-09-18 11:00:00
3636,2,1027,359,128,298,1001,0,2010-09-18 12:00:00
3637,3,1028,364,127,296,1020,0,2010-09-18 13:00:00
3638,4,1029,366,129,289,1035,0,2010-09-18 14:00:00
3639,5,1031,372,127,288,1026,0,2010-09-18 15:00:00
3640,6,1033,380,127,294,921,0,2010-09-18 16:00:00
3641,7,1035,376,127,291,793,0,2010-09-18 17:00:00
3642,8,1033,374,127,290,749,6,2010-09-18 18:00:00
3643,9,1027,376,125,289,762,156,2010-09-18 19:00:00
3644,10,1022,381,128,292,698,337,2010-09-18 20:00:00
3645,11,1021,380,132,297,612,372,2010-09-18 21:00:00
3646,12,1017,383,133,299,606,393,2010-09-18 22:00:00
3647,13,1014,384,134,316,707,391,2010-09-18 23:00:00
3648,14,1013,384,133,300,756,390,2010-09-19 00:00:00
3649,15,1015,388,132,306,908,380,2010-09-19 01:00:00
3650,16,1018,386,132,316,1121,375,2010-09-19 02:00:00
3651,17,1019,392,132,319,1242,358,2010-09-19 03:00:00
3652,20,3536,4504,12838,6812,3334,,2010-09-19 04:00:00
3653,21,3582,4501,12791,6740,2886,,2010-09-19 05:00:00
3654,22,3550,4502,11371,7281,1996,,2010-09-19 06:00:00
3655,23,3434,4507,10026,6868,1450,,2010-09-19 07:00:00
3656,24,3269,4507,8601,6115,1388,,2010-09-19 08:00:00
3657,1,1037,364,130,296,1476,0,2010-09-19 09:00:00
3658,2,1037,352,131,295,1442,0,2010-09-19 10:00:00
3659,3,1037,364,132,294,1410,0,2010-09-19 11:00:00
3660,4,1038,369,132,286,1437,0,2010-09-19 12:00:00
3661,5,1038,371,132,293,1474,0,2010-09-19 13:00:00
3662,6,1032,376,134,295,1485,0,2010-09-19 14:00:00
3663,7,1027,375,134,302,1378,0,2010-09-19 15:00:00
3664,8,1027,375,130,298,1249,4,2010-09-19 16:00:00
3665,9,1024,378,127,295,1173,107,2010-09-19 17:00:00
3666,10,1020,376,124,300,1170,296,2010-09-19 18:00:00
3667,11,1014,387,125,297,1094,348,2010-09-19 19:00:00
3668,12,1011,385,125,291,1063,368,2010-09-19 20:00:00
3669,13,1007,386,128,303,1090,383,2010-09-19 21:00:00
3670,14,1007,387,129,310,1119,391,2010-09-19 22:00:00
3671,15,1004,386,131,307,1153,401,2010-09-19 23:00:00
3672,16,1005,385,132,316,1139,403,2010-09-20 00:00:00
3673,17,1013,391,133,316,1223,387,2010-09-20 01:00:00
3674,20,3565,4489,11340,7145,3515,,2010-09-20 02:00:00
3675,21,3695,4490,11049,7406,3097,,2010-09-20 03:00:00
3676,22,3603,4492,10139,7472,2383,,2010-09-20 04:00:00
3677,23,3370,4492,9020,6987,1839,,2010-09-20 05:00:00
3678,24,3134,4492,8182,6405,1329,,2010-09-20 06:00:00
3679,1,1032,379,129,297,1161,0,2010-09-20 07:00:00
3680,2,1034,379,129,295,1156,0,2010-09-20 08:00:00
3681,3,1034,378,129,295,1024,0,2010-09-20 09:00:00
3682,4,1038,374,129,285,874,0,2010-09-20 10:00:00
3683,5,1039,382,131,295,713,0,2010-09-20 11:00:00
3684,6,1038,389,130,295,511,0,2010-09-20 12:00:00
3685,7,1037,386,128,290,354,0,2010-09-20 13:00:00
3686,8,1028,390,123,291,218,6,2010-09-20 14:00:00
3687,9,1018,396,120,300,130,132,2010-09-20 15:00:00
3688,10,1013,397,126,301,79,348,2010-09-20 16:00:00
3689,11,1010,400,130,301,73,383,2010-09-20 17:00:00
3690,12,1009,394,125,302,79,413,2010-09-20 18:00:00
3691,13,1009,393,129,319,87,416,2010-09-20 19:00:00
3692,14,1009,394,132,320,85,411,2010-09-20 20:00:00
3693,15,1009,396,166,328,76,414,2010-09-20 21:00:00
3694,16,1002,395,170,336,60,413,2010-09-20 22:00:00
3695,17,996,406,171,336,48,396,2010-09-20 23:00:00
3696,20,2352,4478,12227,8588,3893,,2010-09-21 00:00:00
3697,21,2417,4482,12347,8222,3543,,2010-09-21 01:00:00
3698,22,2389,4481,11544,8162,2589,,2010-09-21 02:00:00
3699,23,2242,4482,9885,8042,2059,,2010-09-21 03:00:00
3700,24,2074,4482,8765,7554,1461,,2010-09-21 04:00:00
3701,1,1023,385,163,303,174,0,2010-09-21 05:00:00
3702,2,1023,380,163,304,179,0,2010-09-21 06:00:00
3703,3,1024,381,164,302,155,0,2010-09-21 07:00:00
3704,4,1023,387,164,293,121,0,2010-09-21 08:00:00
3705,5,1024,393,164,293,64,0,2010-09-21 09:00:00
3706,6,1023,394,164,301,28,0,2010-09-21 10:00:00
3707,7,1022,393,164,308,23,0,2010-09-21 11:00:00
3708,8,1022,396,163,307,28,6,2010-09-21 12:00:00
3709,9,1019,400,167,310,44,141,2010-09-21 13:00:00
3710,10,1014,397,168,308,56,356,2010-09-21 14:00:00
3711,11,1011,395,167,307,71,400,2010-09-21 15:00:00
3712,12,1007,398,168,307,86,421,2010-09-21 16:00:00
3713,13,996,399,169,334,100,414,2010-09-21 17:00:00
3714,14,990,400,168,328,101,407,2010-09-21 18:00:00
3715,15,981,402,166,323,88,410,2010-09-21 19:00:00
3716,16,974,400,169,333,64,413,2010-09-21 20:00:00
3717,17,973,407,169,332,50,400,2010-09-21 21:00:00
3718,20,2151,4464,14588,9111,3611,,2010-09-21 22:00:00
3719,21,2169,4462,14296,8526,3451,,2010-09-21 23:00:00
3720,22,2003,4463,13166,8769,2742,,2010-09-22 00:00:00
3721,23,1881,4464,11823,8343,2100,,2010-09-22 01:00:00
3722,24,1859,4464,10789,7333,1684,,2010-09-22 02:00:00
3723,1,1011,348,162,301,41,0,2010-09-22 03:00:00
3724,2,1012,355,163,302,46,0,2010-09-22 04:00:00
3725,3,1015,356,163,302,49,0,2010-09-22 05:00:00
3726,4,1017,359,164,295,58,0,2010-09-22 06:00:00
3727,5,1017,363,165,291,50,0,2010-09-22 07:00:00
3728,6,1019,361,165,302,40,0,2010-09-22 08:00:00
3729,7,1019,357,164,301,36,0,2010-09-22 09:00:00
3730,8,1019,360,164,302,42,6,2010-09-22 10:00:00
3731,9,1015,362,165,300,43,127,2010-09-22 11:00:00
3732,10,1011,355,164,304,57,303,2010-09-22 12:00:00
3733,11,1008,352,163,307,77,330,2010-09-22 13:00:00
3734,12,1007,351,161,307,86,340,2010-09-22 14:00:00
3735,13,1006,341,161,322,89,337,2010-09-22 15:00:00
3736,14,1003,343,161,326,87,337,2010-09-22 16:00:00
3737,15,997,352,163,325,59,343,2010-09-22 17:00:00
3738,16,987,354,166,323,36,349,2010-09-22 18:00:00
3739,17,987,355,163,323,25,335,2010-09-22 19:00:00
3740,20,1887,4448,15099,9626,3582,,2010-09-22 20:00:00
3741,21,1920,4448,14029,9504,3441,,2010-09-22 21:00:00
3742,22,1951,4450,13285,9108,2558,,2010-09-22 22:00:00
3743,23,1942,4451,11810,8498,2038,,2010-09-22 23:00:00
3744,24,1953,4450,10947,7402,1444,,2010-09-23 00:00:00
3745,1,1015,347,162,303,152,0,2010-09-23 01:00:00
3746,2,1016,343,162,300,156,0,2010-09-23 02:00:00
3747,3,1017,352,162,300,129,0,2010-09-23 03:00:00
3748,4,1018,372,163,289,105,0,2010-09-23 04:00:00
3749,5,1020,382,163,293,120,0,2010-09-23 05:00:00
3750,6,1019,390,163,300,97,0,2010-09-23 06:00:00
3751,7,1020,399,162,300,38,0,2010-09-23 07:00:00
3752,8,1020,401,161,300,23,8,2010-09-23 08:00:00
3753,9,1017,400,160,307,20,116,2010-09-23 09:00:00
3754,10,1013,398,159,305,16,305,2010-09-23 10:00:00
3755,11,1010,378,159,322,20,341,2010-09-23 11:00:00
3756,12,1007,397,162,323,40,344,2010-09-23 12:00:00
3757,13,1004,397,162,324,45,331,2010-09-23 13:00:00
3758,14,1001,392,162,321,43,328,2010-09-23 14:00:00
3759,15,1001,386,163,323,49,333,2010-09-23 15:00:00
3760,16,990,384,164,322,36,339,2010-09-23 16:00:00
3761,17,991,386,162,321,24,322,2010-09-23 17:00:00
3762,20,1948,4437,16934,10078,4121,,2010-09-23 18:00:00
3763,21,1920,4439,16116,9769,3812,,2010-09-23 19:00:00
3764,22,1895,4438,15227,9320,2585,,2010-09-23 20:00:00
3765,23,1885,4439,13417,8428,1886,,2010-09-23 21:00:00
3766,24,1903,4439,11175,7929,1454,,2010-09-23 22:00:00
3767,1,1011,380,158,300,113,0,2010-09-23 23:00:00
3768,2,1011,376,158,302,139,0,2010-09-24 00:00:00
3769,3,1014,382,159,301,122,0,2010-09-24 01:00:00
3770,4,1014,384,159,292,121,0,2010-09-24 02:00:00
3771,5,1014,393,159,289,83,0,2010-09-24 03:00:00
3772,6,1010,394,159,301,43,0,2010-09-24 04:00:00
3773,7,1008,398,158,305,29,0,2010-09-24 05:00:00
3774,8,1009,403,158,304,36,7,2010-09-24 06:00:00
3775,9,1008,410,160,301,32,99,2010-09-24 07:00:00
3776,10,1004,415,160,303,36,331,2010-09-24 08:00:00
3777,11,999,410,161,316,22,381,2010-09-24 09:00:00
3778,12,995,410,162,313,33,409,2010-09-24 10:00:00
3779,13,984,418,161,302,48,391,2010-09-24 11:00:00
3780,14,994,420,158,306,50,383,2010-09-24 12:00:00
3781,15,995,421,161,306,33,390,2010-09-24 13:00:00
3782,16,971,389,162,298,32,390,2010-09-24 14:00:00
3783,17,980,385,163,288,43,367,2010-09-24 15:00:00
3784,20,2192,4304,24958,8199,4031,,2010-09-24 16:00:00
3785,21,2205,4305,22529,9011,3823,,2010-09-24 17:00:00
3786,22,2189,4308,19714,8956,3374,,2010-09-24 18:00:00
3787,23,2017,4315,17446,7768,2611,,2010-09-24 19:00:00
3788,24,1875,4325,14511,7716,1849,,2010-09-24 20:00:00
3789,1,1006,360,159,288,79,0,2010-09-24 21:00:00
3790,2,1006,366,159,291,75,0,2010-09-24 22:00:00
3791,3,1006,369,159,290,89,0,2010-09-24 23:00:00
3792,4,1004,363,159,281,100,0,2010-09-25 00:00:00
3793,5,1003,369,159,289,86,0,2010-09-25 01:00:00
3794,6,1002,371,159,296,96,0,2010-09-25 02:00:00
3795,7,1002,372,159,297,100,0,2010-09-25 03:00:00
3796,8,1001,373,159,297,80,1,2010-09-25 04:00:00
3797,9,999,376,160,324,67,20,2010-09-25 05:00:00
3798,10,997,377,163,325,29,130,2010-09-25 06:00:00
3799,11,988,379,162,322,34,278,2010-09-25 07:00:00
3800,12,953,374,164,317,33,351,2010-09-25 08:00:00
3801,13,981,377,165,321,43,371,2010-09-25 09:00:00
3802,14,990,376,165,321,41,380,2010-09-25 10:00:00
3803,15,981,358,165,322,43,414,2010-09-25 11:00:00
3804,16,972,374,163,320,39,344,2010-09-25 12:00:00
3805,17,990,377,166,319,27,304,2010-09-25 13:00:00
3806,20,2172,4292,20497,10006,4086,,2010-09-25 14:00:00
3807,21,2109,4290,19528,9828,3512,,2010-09-25 15:00:00
3808,22,2019,4292,17678,9062,3130,,2010-09-25 16:00:00
3809,23,1975,4295,14797,9018,2375,,2010-09-25 17:00:00
3810,24,1962,4297,12789,8211,1750,,2010-09-25 18:00:00
3811,1,1000,379,160,294,140,0,2010-09-25 19:00:00
3812,2,999,391,160,291,160,0,2010-09-25 20:00:00
3813,3,999,381,157,289,177,0,2010-09-25 21:00:00
3814,4,1002,390,157,282,152,0,2010-09-25 22:00:00
3815,5,1002,403,157,285,135,0,2010-09-25 23:00:00
3816,6,1002,407,157,291,98,0,2010-09-26 00:00:00
3817,7,1001,403,157,289,96,0,2010-09-26 01:00:00
3818,8,1000,400,154,291,92,0,2010-09-26 02:00:00
3819,9,998,401,155,309,89,52,2010-09-26 03:00:00
3820,10,994,406,157,313,36,256,2010-09-26 04:00:00
3821,11,989,411,159,312,30,289,2010-09-26 05:00:00
3822,12,981,405,160,324,28,346,2010-09-26 06:00:00
3823,13,979,404,163,327,28,378,2010-09-26 07:00:00
3824,14,975,406,164,332,28,364,2010-09-26 08:00:00
3825,15,975,411,166,330,30,328,2010-09-26 09:00:00
3826,16,980,410,168,327,43,326,2010-09-26 10:00:00
3827,17,988,414,166,327,46,305,2010-09-26 11:00:00
3828,20,2263,4285,20811,8428,3883,,2010-09-26 12:00:00
3829,21,2395,4286,18958,8755,3711,,2010-09-26 13:00:00
3830,22,2617,4289,16351,8697,3187,,2010-09-26 14:00:00
3831,23,2665,4290,13915,7995,2518,,2010-09-26 15:00:00
3832,24,2661,4289,12217,7407,1583,,2010-09-26 16:00:00
3833,1,1005,364,162,294,766,0,2010-09-26 17:00:00
3834,2,1005,379,162,291,699,0,2010-09-26 18:00:00
3835,3,1007,385,161,292,685,0,2010-09-26 19:00:00
3836,4,1008,389,161,282,670,0,2010-09-26 20:00:00
3837,5,1011,396,162,282,610,0,2010-09-26 21:00:00
3838,6,1012,399,162,291,541,0,2010-09-26 22:00:00
3839,7,1012,394,162,292,463,0,2010-09-26 23:00:00
3840,8,1011,396,161,294,396,5,2010-09-27 00:00:00
3841,9,1007,391,161,305,313,28,2010-09-27 01:00:00
3842,10,1003,391,162,311,287,44,2010-09-27 02:00:00
3843,11,1004,391,164,310,417,91,2010-09-27 03:00:00
3844,12,998,388,160,325,356,243,2010-09-27 04:00:00
3845,13,1002,390,164,325,289,316,2010-09-27 05:00:00
3846,14,998,390,166,326,236,345,2010-09-27 06:00:00
3847,15,999,391,166,322,246,337,2010-09-27 07:00:00
3848,16,996,395,166,325,277,329,2010-09-27 08:00:00
3849,17,1000,397,165,322,467,305,2010-09-27 09:00:00
3850,20,2818,4275,17399,8727,3857,,2010-09-27 10:00:00
3851,21,2741,4272,17016,8609,3469,,2010-09-27 11:00:00
3852,22,2699,4271,15509,8298,2886,,2010-09-27 12:00:00
3853,23,2706,4273,13500,7786,2320,,2010-09-27 13:00:00
3854,24,2588,4274,12388,7106,1295,,2010-09-27 14:00:00
3855,1,1011,381,158,289,690,0,2010-09-27 15:00:00
3856,2,1012,401,158,282,718,0,2010-09-27 16:00:00
3857,3,1013,408,157,283,736,0,2010-09-27 17:00:00
3858,4,1014,411,157,272,743,0,2010-09-27 18:00:00
3859,5,1015,416,157,273,788,0,2010-09-27 19:00:00
3860,6,1014,420,156,280,693,0,2010-09-27 20:00:00
3861,7,1014,415,154,287,626,0,2010-09-27 21:00:00
3862,8,1014,416,153,287,647,3,2010-09-27 22:00:00
3863,9,1011,418,157,302,647,15,2010-09-27 23:00:00
3864,10,1006,418,159,304,555,24,2010-09-28 00:00:00
3865,11,1001,424,159,304,394,43,2010-09-28 01:00:00
3866,12,998,421,160,313,347,135,2010-09-28 02:00:00
3867,13,996,420,161,316,397,188,2010-09-28 03:00:00
3868,14,993,417,161,308,466,218,2010-09-28 04:00:00
3869,15,992,416,161,309,348,225,2010-09-28 05:00:00
3870,16,992,422,159,308,381,226,2010-09-28 06:00:00
3871,17,994,425,158,309,369,251,2010-09-28 07:00:00
3872,20,2508,4261,17715,6719,3468,,2010-09-28 08:00:00
3873,21,2503,4261,16843,6884,3138,,2010-09-28 09:00:00
3874,22,2497,4260,15356,6901,2910,,2010-09-28 10:00:00
3875,23,2460,4261,13923,6515,2392,,2010-09-28 11:00:00
3876,24,2334,4260,12744,6211,1475,,2010-09-28 12:00:00
3877,1,1004,370,154,298,375,0,2010-09-28 13:00:00
3878,2,1004,365,156,284,433,0,2010-09-28 14:00:00
3879,3,1005,380,155,286,444,0,2010-09-28 15:00:00
3880,4,1004,382,154,288,417,0,2010-09-28 16:00:00
3881,5,1004,369,154,286,313,0,2010-09-28 17:00:00
3882,6,1003,377,153,285,277,0,2010-09-28 18:00:00
3883,7,1000,392,154,284,268,0,2010-09-28 19:00:00
3884,8,998,395,155,290,247,6,2010-09-28 20:00:00
3885,9,996,395,154,289,191,27,2010-09-28 21:00:00
3886,10,993,391,154,304,227,41,2010-09-28 22:00:00
3887,11,994,392,154,317,136,55,2010-09-28 23:00:00
3888,12,994,388,154,318,138,72,2010-09-29 00:00:00
3889,13,993,389,156,320,151,77,2010-09-29 01:00:00
3890,14,993,388,157,319,179,95,2010-09-29 02:00:00
3891,15,990,392,159,321,192,164,2010-09-29 03:00:00
3892,16,990,391,162,319,262,205,2010-09-29 04:00:00
3893,17,993,393,162,321,433,129,2010-09-29 05:00:00
3894,20,2327,3108,16641,7299,3234,,2010-09-29 06:00:00
3895,21,2382,3107,16310,6771,3081,,2010-09-29 07:00:00
3896,22,2254,3106,15410,6783,2594,,2010-09-29 08:00:00
3897,23,2266,3104,14046,6671,1843,,2010-09-29 09:00:00
3898,24,2344,3104,12994,6210,1074,,2010-09-29 10:00:00
3899,1,1009,376,166,285,568,0,2010-09-29 11:00:00
3900,2,1009,379,165,284,582,0,2010-09-29 12:00:00
3901,3,1010,379,165,286,607,0,2010-09-29 13:00:00
3902,4,1009,380,165,300,621,0,2010-09-29 14:00:00
3903,5,1011,387,164,295,496,0,2010-09-29 15:00:00
3904,6,1014,387,162,296,394,0,2010-09-29 16:00:00
3905,7,1015,398,160,289,480,0,2010-09-29 17:00:00
3906,8,1016,397,161,292,473,2,2010-09-29 18:00:00
3907,9,1015,399,160,293,413,65,2010-09-29 19:00:00
3908,10,1012,396,160,318,555,222,2010-09-29 20:00:00
3909,11,1008,396,161,330,454,260,2010-09-29 21:00:00
3910,12,1007,388,163,333,419,277,2010-09-29 22:00:00
3911,13,1007,376,163,331,396,282,2010-09-29 23:00:00
3912,14,1006,361,164,332,519,237,2010-09-30 00:00:00
3913,15,1005,359,164,327,638,118,2010-09-30 01:00:00
3914,16,1006,360,164,328,708,73,2010-09-30 02:00:00
3915,17,1005,363,163,327,726,45,2010-09-30 03:00:00
3916,20,2660,3093,15006,6588,3187,,2010-09-30 04:00:00
3917,21,2808,3079,14372,6517,2944,,2010-09-30 05:00:00
3918,22,2831,3100,12996,6548,2515,,2010-09-30 06:00:00
3919,23,2736,3098,11235,7044,1721,,2010-09-30 07:00:00
3920,24,2791,3097,10295,6198,1240,,2010-09-30 08:00:00
3921,1,1015,359,138,283,934,0,2010-09-30 09:00:00
3922,2,1007,356,140,285,889,0,2010-09-30 10:00:00
3923,3,974,351,142,283,851,0,2010-09-30 11:00:00
3924,4,978,349,142,282,833,0,2010-09-30 12:00:00
3925,5,979,356,142,282,728,0,2010-09-30 13:00:00
3926,6,980,350,141,271,757,0,2010-09-30 14:00:00
